"destination_name","starting_city","ending_city","route_length","route_points","order"
"El Paso - New York","Pittsburgh","New York",2,2,5
"El Paso - Oklahoma City","El Paso","Oklahoma City",5,10,1
"El Paso - Omaha","El Paso","Oklahoma City",5,10,1
"El Paso - Omaha","Oklahoma City","Kansas City",2,2,2
"El Paso - Omaha","Kansas City","Omaha",1,1,3
"El Paso - Phoenix","El Paso","Phoenix",3,4,1
"El Paso - Pittsburgh","El Paso","Dallas",4,7,1
"El Paso - Pittsburgh","Dallas","Little Rock",2,2,2
"El Paso - Pittsburgh","Little Rock","Saint Louis",2,2,3
"El Paso - Pittsburgh","Saint Louis","Pittsburgh",5,10,4
"El Paso - Portland","El Paso","Santa Fe",2,2,1
"El Paso - Portland","Santa Fe","Denver",2,2,2
"El Paso - Portland","Denver","Salt Lake City",3,4,3
"El Paso - Portland","Salt Lake City","Portland",6,15,4
"El Paso - Raleigh","El Paso","Dallas",4,7,1
"El Paso - Raleigh","Dallas","Little Rock",2,2,2
"El Paso - Raleigh","Little Rock","Nashville",3,4,3
"El Paso - Raleigh","Nashville","Raleigh",3,4,4
"El Paso - Saint Louis","El Paso","Dallas",4,7,1
"El Paso - Saint Louis","Dallas","Little Rock",2,2,2
"El Paso - Saint Louis","Little Rock","Saint Louis",2,2,3
"El Paso - Salt Lake City","El Paso","Santa Fe",2,2,1
"El Paso - Salt Lake City","Santa Fe","Denver",2,2,2
"El Paso - Salt Lake City","Denver","Salt Lake City",3,4,3
"El Paso - San Francisco","El Paso","Los Angeles",6,15,1
"El Paso - San Francisco","Los Angeles","San Francisco",3,4,2
"El Paso - Santa Fe","El Paso","Santa Fe",2,2,1
"El Paso - Sault St. Marie","El Paso","Oklahoma City",5,10,1
"El Paso - Sault St. Marie","Oklahoma City","Kansas City",2,2,2
"El Paso - Sault St. Marie","Kansas City","Omaha",1,1,3
"El Paso - Sault St. Marie","Omaha","Duluth",2,2,4
"El Paso - Sault St. Marie","Duluth","Sault St. Marie",3,4,5
"El Paso - Seattle","El Paso","Santa Fe",2,2,1
"El Paso - Seattle","Santa Fe","Denver",2,2,2
"El Paso - Seattle","Denver","Helena",4,7,3
"El Paso - Seattle","Helena","Seattle",6,15,4
"El Paso - Toronto","El Paso","Dallas",4,7,1
"El Paso - Toronto","Dallas","Little Rock",2,2,2
"El Paso - Toronto","Little Rock","Saint Louis",2,2,3
"El Paso - Toronto","Saint Louis","Chicago",2,2,4
"El Paso - Toronto","Chicago","Toronto",4,7,5
"El Paso - Vancouver","El Paso","Santa Fe",2,2,1
"El Paso - Vancouver","Santa Fe","Denver",2,2,2
"El Paso - Vancouver","Denver","Helena",4,7,3
"El Paso - Vancouver","Helena","Seattle",6,15,4
"El Paso - Vancouver","Seattle","Vancouver",1,1,5
"El Paso - Washington","El Paso","Dallas",4,7,1
"El Paso - Washington","Dallas","Little Rock",2,2,2
"El Paso - Washington","Little Rock","Nashville",3,4,3
"El Paso - Washington","Nashville","Raleigh",3,4,4
"El Paso - Washington","Raleigh","Washington",2,2,5
"El Paso - Winnipeg","El Paso","Santa Fe",2,2,1
"El Paso - Winnipeg","Santa Fe","Denver",2,2,2
"El Paso - Winnipeg","Denver","Helena",4,7,3
"El Paso - Winnipeg","Helena","Winnipeg",4,7,4
"Helena - Houston","Helena","Denver",4,7,1
"Helena - Houston","Denver","Oklahoma City",4,7,2
"Helena - Houston","Oklahoma City","Dallas",2,2,3
"Helena - Houston","Dallas","Houston",1,1,4
"Helena - Kansas City","Helena","Omaha",5,10,1
"Helena - Kansas City","Omaha","Kansas City",1,1,2
"Helena - Las Vegas","Helena","Salt Lake City",3,4,1
"Helena - Las Vegas","Salt Lake City","Las Vegas",3,4,2
"Helena - Little Rock","Helena","Denver",4,7,1
"Helena - Little Rock","Denver","Oklahoma City",4,7,2
"Helena - Little Rock","Oklahoma City","Little Rock",2,2,3
"Helena - Los Angeles","Helena","Salt Lake City",3,4,1
"Helena - Los Angeles","Salt Lake City","Las Vegas",3,4,2
"Helena - Los Angeles","Las Vegas","Los Angeles",2,2,3
"Helena - Miami","Helena","Omaha",5,10,1
"Helena - Miami","Omaha","Kansas City",1,1,2
"Helena - Miami","Kansas City","Saint Louis",2,2,3
"Helena - Miami","Saint Louis","Nashville",2,2,4
"Helena - Miami","Nashville","Atlanta",1,1,5
"Helena - Miami","Atlanta","Miami",5,10,6
"Helena - Montreal","Helena","Duluth",6,15,1
"Helena - Montreal","Duluth","Sault St. Marie",3,4,2
"Helena - Montreal","Sault St. Marie","Montreal",5,10,3
"Helena - Nashville","Helena","Omaha",5,10,1
"Helena - Nashville","Omaha","Kansas City",1,1,2
"Helena - Nashville","Kansas City","Saint Louis",2,2,3
"Helena - Nashville","Saint Louis","Nashville",2,2,4
"Helena - New Orleans","Helena","Denver",4,7,1
"Helena - New Orleans","Denver","Oklahoma City",4,7,2
"Helena - New Orleans","Oklahoma City","Little Rock",2,2,3
"Helena - New Orleans","Little Rock","New Orleans",3,4,4
"Helena - New York","Helena","Duluth",6,15,1
"Helena - New York","Duluth","Chicago",3,4,2
"Helena - New York","Chicago","Pittsburgh",3,4,3
"Helena - New York","Pittsburgh","New York",2,2,4
"Helena - Oklahoma City","Helena","Denver",4,7,1
"Helena - Oklahoma City","Denver","Oklahoma City",4,7,2
"Helena - Omaha","Helena","Omaha",5,10,1
"Helena - Phoenix","Helena","Denver",4,7,1
"Helena - Phoenix","Denver","Phoenix",5,10,2
"Helena - Pittsburgh","Helena","Duluth",6,15,1
"Helena - Pittsburgh","Duluth","Chicago",3,4,2
"Helena - Pittsburgh","Chicago","Pittsburgh",3,4,3
"Helena - Portland","Helena","Seattle",6,15,1
"Helena - Portland","Seattle","Portland",1,1,2
"Helena - Raleigh","Helena","Omaha",5,10,1
"Helena - Raleigh","Omaha","Kansas City",1,1,2
"Helena - Raleigh","Kansas City","Saint Louis",2,2,3
"Helena - Raleigh","Saint Louis","Nashville",2,2,4
"Helena - Raleigh","Nashville","Raleigh",3,4,5
"Helena - Saint Louis","Helena","Omaha",5,10,1
"Helena - Saint Louis","Omaha","Kansas City",1,1,2
"Helena - Saint Louis","Kansas City","Saint Louis",2,2,3
"Helena - Salt Lake City","Helena","Salt Lake City",3,4,1
"Helena - San Francisco","Helena","Salt Lake City",3,4,1
"Helena - San Francisco","Salt Lake City","San Francisco",5,10,2
"Helena - Santa Fe","Helena","Denver",4,7,1
"Helena - Santa Fe","Denver","Santa Fe",2,2,2
"Helena - Sault St. Marie","Helena","Duluth",6,15,1
"Helena - Sault St. Marie","Duluth","Sault St. Marie",3,4,2
"Helena - Seattle","Helena","Seattle",6,15,1
"Helena - Toronto","Helena","Duluth",6,15,1
"Helena - Toronto","Duluth","Sault St. Marie",3,4,2
"Helena - Toronto","Sault St. Marie","Toronto",2,2,3
"Helena - Vancouver","Helena","Seattle",6,15,1
"Helena - Vancouver","Seattle","Vancouver",1,1,2
"Helena - Washington","Helena","Duluth",6,15,1
"Helena - Washington","Duluth","Chicago",3,4,2
"Helena - Washington","Chicago","Pittsburgh",3,4,3
"Helena - Washington","Pittsburgh","Washington",2,2,4
"Helena - Winnipeg","Helena","Winnipeg",4,7,1
"Houston - Kansas City","Houston","Dallas",1,1,1
"Houston - Kansas City","Dallas","Oklahoma City",2,2,2
"Houston - Kansas City","Oklahoma City","Kansas City",2,2,3
"Houston - Las Vegas","Houston","Dallas",1,1,1
"Houston - Las Vegas","Dallas","El Paso",4,7,2
"Houston - Las Vegas","El Paso","Los Angeles",6,15,3
"Houston - Las Vegas","Los Angeles","Las Vegas",2,2,4
"Houston - Little Rock","Houston","Dallas",1,1,1
"Houston - Little Rock","Dallas","Little Rock",2,2,2
"Houston - Los Angeles","Houston","Dallas",1,1,1
"Houston - Los Angeles","Dallas","El Paso",4,7,2
"Houston - Los Angeles","El Paso","Los Angeles",6,15,3
"Houston - Miami","Houston","New Orleans",2,2,1
"Houston - Miami","New Orleans","Miami",6,15,2
"Houston - Montreal","Houston","Dallas",1,1,1
"Houston - Montreal","Dallas","Little Rock",2,2,2
"Houston - Montreal","Little Rock","Saint Louis",2,2,3
"Houston - Montreal","Saint Louis","Chicago",2,2,4
"Houston - Montreal","Chicago","Toronto",4,7,5
"Houston - Montreal","Toronto","Montreal",3,4,6
"Houston - Nashville","Houston","Dallas",1,1,1
"Houston - Nashville","Dallas","Little Rock",2,2,2
"Houston - Nashville","Little Rock","Nashville",3,4,3
"Houston - New Orleans","Houston","New Orleans",2,2,1
"Houston - New York","Houston","Dallas",1,1,1
"Houston - New York","Dallas","Little Rock",2,2,2
"Houston - New York","Little Rock","Saint Louis",2,2,3
"Houston - New York","Saint Louis","Pittsburgh",5,10,4
"Houston - New York","Pittsburgh","New York",2,2,5
"Houston - Oklahoma City","Houston","Dallas",1,1,1
"Houston - Oklahoma City","Dallas","Oklahoma City",2,2,2
"Houston - Omaha","Houston","Dallas",1,1,1
"Houston - Omaha","Dallas","Oklahoma City",2,2,2
"Houston - Omaha","Oklahoma City","Kansas City",2,2,3
"Houston - Omaha","Kansas City","Omaha",1,1,4
"Houston - Phoenix","Houston","Dallas",1,1,1
"Houston - Phoenix","Dallas","El Paso",4,7,2
"Houston - Phoenix","El Paso","Phoenix",3,4,3
"Houston - Pittsburgh","Houston","Dallas",1,1,1
"Houston - Pittsburgh","Dallas","Little Rock",2,2,2
"Houston - Pittsburgh","Little Rock","Saint Louis",2,2,3
"Houston - Pittsburgh","Saint Louis","Pittsburgh",5,10,4
"Houston - Portland","Houston","Dallas",1,1,1
"Houston - Portland","Dallas","Oklahoma City",2,2,2
"Houston - Portland","Oklahoma City","Denver",4,7,3
"Houston - Portland","Denver","Salt Lake City",3,4,4
"Houston - Portland","Salt Lake City","Portland",6,15,5
"Houston - Raleigh","Houston","New Orleans",2,2,1
"Houston - Raleigh","New Orleans","Atlanta",4,7,2
"Houston - Raleigh","Atlanta","Raleigh",2,2,3
"Houston - Saint Louis","Houston","Dallas",1,1,1
"Houston - Saint Louis","Dallas","Little Rock",2,2,2
"Houston - Saint Louis","Little Rock","Saint Louis",2,2,3
"Houston - Salt Lake City","Houston","Dallas",1,1,1
"Houston - Salt Lake City","Dallas","Oklahoma City",2,2,2
"Houston - Salt Lake City","Oklahoma City","Denver",4,7,3
"Houston - Salt Lake City","Denver","Salt Lake City",3,4,4
"Houston - San Francisco","Houston","Dallas",1,1,1
"Houston - San Francisco","Dallas","El Paso",4,7,2
"Houston - San Francisco","El Paso","Los Angeles",6,15,3
"Houston - San Francisco","Los Angeles","San Francisco",3,4,4
"Houston - Santa Fe","Houston","Dallas",1,1,1
"Houston - Santa Fe","Dallas","Oklahoma City",2,2,2
"Houston - Santa Fe","Oklahoma City","Santa Fe",3,4,3
"Houston - Sault St. Marie","Houston","Dallas",1,1,1
"Houston - Sault St. Marie","Dallas","Oklahoma City",2,2,2
"Houston - Sault St. Marie","Oklahoma City","Kansas City",2,2,3
"Houston - Sault St. Marie","Kansas City","Omaha",1,1,4
"Houston - Sault St. Marie","Omaha","Duluth",2,2,5
"Houston - Sault St. Marie","Duluth","Sault St. Marie",3,4,6
"Houston - Seattle","Houston","Dallas",1,1,1
"Houston - Seattle","Dallas","Oklahoma City",2,2,2
"Houston - Seattle","Oklahoma City","Denver",4,7,3
"Houston - Seattle","Denver","Helena",4,7,4
"Houston - Seattle","Helena","Seattle",6,15,5
"Houston - Toronto","Houston","Dallas",1,1,1
"Houston - Toronto","Dallas","Little Rock",2,2,2
"Houston - Toronto","Little Rock","Saint Louis",2,2,3
"Houston - Toronto","Saint Louis","Chicago",2,2,4
"Houston - Toronto","Chicago","Toronto",4,7,5
"Houston - Vancouver","Houston","Dallas",1,1,1
"Houston - Vancouver","Dallas","Oklahoma City",2,2,2
"Houston - Vancouver","Oklahoma City","Denver",4,7,3
"Houston - Vancouver","Denver","Helena",4,7,4
"Houston - Vancouver","Helena","Seattle",6,15,5
"Houston - Vancouver","Seattle","Vancouver",1,1,6
"Houston - Washington","Houston","New Orleans",2,2,1
"Houston - Washington","New Orleans","Atlanta",4,7,2
"Houston - Washington","Atlanta","Raleigh",2,2,3
"Houston - Washington","Raleigh","Washington",2,2,4
"Houston - Winnipeg","Houston","Dallas",1,1,1
"Houston - Winnipeg","Dallas","Oklahoma City",2,2,2
"Houston - Winnipeg","Oklahoma City","Kansas City",2,2,3
"Houston - Winnipeg","Kansas City","Omaha",1,1,4
"Houston - Winnipeg","Omaha","Duluth",2,2,5
"Houston - Winnipeg","Duluth","Winnipeg",4,7,6
"Kansas City - Las Vegas","Kansas City","Denver",4,7,1
"Kansas City - Las Vegas","Denver","Salt Lake City",3,4,2
"Kansas City - Las Vegas","Salt Lake City","Las Vegas",3,4,3
"Kansas City - Little Rock","Kansas City","Oklahoma City",2,2,1
"Kansas City - Little Rock","Oklahoma City","Little Rock",2,2,2
"Kansas City - Los Angeles","Kansas City","Oklahoma City",2,2,1
"Kansas City - Los Angeles","Oklahoma City","Santa Fe",3,4,2
"Kansas City - Los Angeles","Santa Fe","Phoenix",3,4,3
"Kansas City - Los Angeles","Phoenix","Los Angeles",3,4,4
"Kansas City - Miami","Kansas City","Saint Louis",2,2,1
"Kansas City - Miami","Saint Louis","Nashville",2,2,2
"Kansas City - Miami","Nashville","Atlanta",1,1,3
"Kansas City - Miami","Atlanta","Miami",5,10,4
"Kansas City - Montreal","Kansas City","Omaha",1,1,1
"Kansas City - Montreal","Omaha","Duluth",2,2,2
"Kansas City - Montreal","Duluth","Sault St. Marie",3,4,3
"Kansas City - Montreal","Sault St. Marie","Montreal",5,10,4
"Kansas City - Nashville","Kansas City","Saint Louis",2,2,1
"Kansas City - Nashville","Saint Louis","Nashville",2,2,2
"Kansas City - New Orleans","Kansas City","Oklahoma City",2,2,1
"Kansas City - New Orleans","Oklahoma City","Little Rock",2,2,2
"Kansas City - New Orleans","Little Rock","New Orleans",3,4,3
"Kansas City - New York","Kansas City","Saint Louis",2,2,1
"Kansas City - New York","Saint Louis","Pittsburgh",5,10,2
"Kansas City - New York","Pittsburgh","New York",2,2,3
"Kansas City - Oklahoma City","Kansas City","Oklahoma City",2,2,1
"Kansas City - Omaha","Kansas City","Omaha",1,1,1
"Kansas City - Phoenix","Kansas City","Oklahoma City",2,2,1
"Kansas City - Phoenix","Oklahoma City","Santa Fe",3,4,2
"Kansas City - Phoenix","Santa Fe","Phoenix",3,4,3
"Kansas City - Pittsburgh","Kansas City","Saint Louis",2,2,1
"Kansas City - Pittsburgh","Saint Louis","Pittsburgh",5,10,2
"Kansas City - Portland","Kansas City","Omaha",1,1,1
"Kansas City - Portland","Omaha","Helena",5,10,2
"Kansas City - Portland","Helena","Seattle",6,15,3
"Kansas City - Portland","Seattle","Portland",1,1,4
"Kansas City - Raleigh","Kansas City","Saint Louis",2,2,1
"Kansas City - Raleigh","Saint Louis","Nashville",2,2,2
"Kansas City - Raleigh","Nashville","Raleigh",3,4,3
"Kansas City - Saint Louis","Kansas City","Saint Louis",2,2,1
"Kansas City - Salt Lake City","Kansas City","Denver",4,7,1
"Kansas City - Salt Lake City","Denver","Salt Lake City",3,4,2
"Kansas City - San Francisco","Kansas City","Denver",4,7,1
"Kansas City - San Francisco","Denver","Salt Lake City",3,4,2
"Kansas City - San Francisco","Salt Lake City","San Francisco",5,10,3
"Kansas City - Santa Fe","Kansas City","Oklahoma City",2,2,1
"Kansas City - Santa Fe","Oklahoma City","Santa Fe",3,4,2
"Kansas City - Sault St. Marie","Kansas City","Omaha",1,1,1
"Kansas City - Sault St. Marie","Omaha","Duluth",2,2,2
"Kansas City - Sault St. Marie","Duluth","Sault St. Marie",3,4,3
"Kansas City - Seattle","Kansas City","Omaha",1,1,1
"Kansas City - Seattle","Omaha","Helena",5,10,2
"Kansas City - Seattle","Helena","Seattle",6,15,3
"Kansas City - Toronto","Kansas City","Saint Louis",2,2,1
"Kansas City - Toronto","Saint Louis","Chicago",2,2,2
"Kansas City - Toronto","Chicago","Toronto",4,7,3
"Kansas City - Vancouver","Kansas City","Omaha",1,1,1
"Kansas City - Vancouver","Omaha","Helena",5,10,2
"Kansas City - Vancouver","Helena","Seattle",6,15,3
"Kansas City - Vancouver","Seattle","Vancouver",1,1,4
"Kansas City - Washington","Kansas City","Saint Louis",2,2,1
"Kansas City - Washington","Saint Louis","Pittsburgh",5,10,2
"Kansas City - Washington","Pittsburgh","Washington",2,2,3
"Kansas City - Winnipeg","Kansas City","Omaha",1,1,1
"Kansas City - Winnipeg","Omaha","Duluth",2,2,2
"Kansas City - Winnipeg","Duluth","Winnipeg",4,7,3
"Las Vegas - Little Rock","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Little Rock","Salt Lake City","Denver",3,4,2
"Las Vegas - Little Rock","Denver","Oklahoma City",4,7,3
"Las Vegas - Little Rock","Oklahoma City","Little Rock",2,2,4
"Las Vegas - Los Angeles","Las Vegas","Los Angeles",2,2,1
"Las Vegas - Miami","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Miami","Salt Lake City","Denver",3,4,2
"Las Vegas - Miami","Denver","Kansas City",4,7,3
"Las Vegas - Miami","Kansas City","Saint Louis",2,2,4
"Las Vegas - Miami","Saint Louis","Nashville",2,2,5
"Las Vegas - Miami","Nashville","Atlanta",1,1,6
"Las Vegas - Miami","Atlanta","Miami",5,10,7
"Las Vegas - Montreal","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Montreal","Salt Lake City","Helena",3,4,2
"Las Vegas - Montreal","Helena","Duluth",6,15,3
"Las Vegas - Montreal","Duluth","Sault St. Marie",3,4,4
"Las Vegas - Montreal","Sault St. Marie","Montreal",5,10,5
"Las Vegas - Nashville","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Nashville","Salt Lake City","Denver",3,4,2
"Las Vegas - Nashville","Denver","Kansas City",4,7,3
"Las Vegas - Nashville","Kansas City","Saint Louis",2,2,4
"Las Vegas - Nashville","Saint Louis","Nashville",2,2,5
"Las Vegas - New Orleans","Las Vegas","Los Angeles",2,2,1
"Las Vegas - New Orleans","Los Angeles","El Paso",6,15,2
"Las Vegas - New Orleans","El Paso","Dallas",4,7,3
"Las Vegas - New Orleans","Dallas","Houston",1,1,4
"Las Vegas - New Orleans","Houston","New Orleans",2,2,5
"Las Vegas - New York","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - New York","Salt Lake City","Denver",3,4,2
"Las Vegas - New York","Denver","Kansas City",4,7,3
"Las Vegas - New York","Kansas City","Saint Louis",2,2,4
"Las Vegas - New York","Saint Louis","Pittsburgh",5,10,5
"Las Vegas - New York","Pittsburgh","New York",2,2,6
"Las Vegas - Oklahoma City","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Oklahoma City","Salt Lake City","Denver",3,4,2
"Las Vegas - Oklahoma City","Denver","Oklahoma City",4,7,3
"Las Vegas - Omaha","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Omaha","Salt Lake City","Denver",3,4,2
"Las Vegas - Omaha","Denver","Omaha",4,7,3
"Las Vegas - Phoenix","Las Vegas","Los Angeles",2,2,1
"Las Vegas - Phoenix","Los Angeles","Phoenix",3,4,2
"Las Vegas - Pittsburgh","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Pittsburgh","Salt Lake City","Denver",3,4,2
"Las Vegas - Pittsburgh","Denver","Kansas City",4,7,3
"Las Vegas - Pittsburgh","Kansas City","Saint Louis",2,2,4
"Las Vegas - Pittsburgh","Saint Louis","Pittsburgh",5,10,5
"Las Vegas - Portland","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Portland","Salt Lake City","Portland",6,15,2
"Las Vegas - Raleigh","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Raleigh","Salt Lake City","Denver",3,4,2
"Las Vegas - Raleigh","Denver","Kansas City",4,7,3
"Las Vegas - Raleigh","Kansas City","Saint Louis",2,2,4
"Las Vegas - Raleigh","Saint Louis","Nashville",2,2,5
"Las Vegas - Raleigh","Nashville","Raleigh",3,4,6
"Las Vegas - Saint Louis","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Saint Louis","Salt Lake City","Denver",3,4,2
"Las Vegas - Saint Louis","Denver","Kansas City",4,7,3
"Las Vegas - Saint Louis","Kansas City","Saint Louis",2,2,4
"Las Vegas - Salt Lake City","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - San Francisco","Las Vegas","Los Angeles",2,2,1
"Las Vegas - San Francisco","Los Angeles","San Francisco",3,4,2
"Las Vegas - Santa Fe","Las Vegas","Los Angeles",2,2,1
"Las Vegas - Santa Fe","Los Angeles","Phoenix",3,4,2
"Las Vegas - Santa Fe","Phoenix","Santa Fe",3,4,3
"Las Vegas - Sault St. Marie","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Sault St. Marie","Salt Lake City","Helena",3,4,2
"Las Vegas - Sault St. Marie","Helena","Duluth",6,15,3
"Las Vegas - Sault St. Marie","Duluth","Sault St. Marie",3,4,4
"Las Vegas - Seattle","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Seattle","Salt Lake City","Portland",6,15,2
"Las Vegas - Seattle","Portland","Seattle",1,1,3
"Las Vegas - Toronto","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Toronto","Salt Lake City","Helena",3,4,2
"Las Vegas - Toronto","Helena","Duluth",6,15,3
"Las Vegas - Toronto","Duluth","Sault St. Marie",3,4,4
"Las Vegas - Toronto","Sault St. Marie","Toronto",2,2,5
"Las Vegas - Vancouver","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Vancouver","Salt Lake City","Portland",6,15,2
"Las Vegas - Vancouver","Portland","Seattle",1,1,3
"Las Vegas - Vancouver","Seattle","Vancouver",1,1,4
"Las Vegas - Washington","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Washington","Salt Lake City","Denver",3,4,2
"Las Vegas - Washington","Denver","Kansas City",4,7,3
"Las Vegas - Washington","Kansas City","Saint Louis",2,2,4
"Las Vegas - Washington","Saint Louis","Pittsburgh",5,10,5
"Las Vegas - Washington","Pittsburgh","Washington",2,2,6
"Las Vegas - Winnipeg","Las Vegas","Salt Lake City",3,4,1
"Las Vegas - Winnipeg","Salt Lake City","Helena",3,4,2
"Las Vegas - Winnipeg","Helena","Winnipeg",4,7,3
"Little Rock - Los Angeles","Little Rock","Oklahoma City",2,2,1
"Little Rock - Los Angeles","Oklahoma City","Santa Fe",3,4,2
"Little Rock - Los Angeles","Santa Fe","Phoenix",3,4,3
"Little Rock - Los Angeles","Phoenix","Los Angeles",3,4,4
"Little Rock - Miami","Little Rock","New Orleans",3,4,1
"Little Rock - Miami","New Orleans","Miami",6,15,2
"Little Rock - Montreal","Little Rock","Saint Louis",2,2,1
"Little Rock - Montreal","Saint Louis","Chicago",2,2,2
"Little Rock - Montreal","Chicago","Toronto",4,7,3
"Little Rock - Montreal","Toronto","Montreal",3,4,4
"Little Rock - Nashville","Little Rock","Nashville",3,4,1
"Little Rock - New Orleans","Little Rock","New Orleans",3,4,1
"Little Rock - New York","Little Rock","Saint Louis",2,2,1
"Little Rock - New York","Saint Louis","Pittsburgh",5,10,2
"Little Rock - New York","Pittsburgh","New York",2,2,3
"Little Rock - Oklahoma City","Little Rock","Oklahoma City",2,2,1
"Little Rock - Omaha","Little Rock","Oklahoma City",2,2,1
"Little Rock - Omaha","Oklahoma City","Kansas City",2,2,2
"Little Rock - Omaha","Kansas City","Omaha",1,1,3
"Little Rock - Phoenix","Little Rock","Oklahoma City",2,2,1
"Little Rock - Phoenix","Oklahoma City","Santa Fe",3,4,2
"Little Rock - Phoenix","Santa Fe","Phoenix",3,4,3
"Little Rock - Pittsburgh","Little Rock","Saint Louis",2,2,1
"Little Rock - Pittsburgh","Saint Louis","Pittsburgh",5,10,2
"Little Rock - Portland","Little Rock","Oklahoma City",2,2,1
"Little Rock - Portland","Oklahoma City","Denver",4,7,2
"Little Rock - Portland","Denver","Salt Lake City",3,4,3
"Little Rock - Portland","Salt Lake City","Portland",6,15,4
"Little Rock - Raleigh","Little Rock","Nashville",3,4,1
"Little Rock - Raleigh","Nashville","Raleigh",3,4,2
"Little Rock - Saint Louis","Little Rock","Saint Louis",2,2,1
"Little Rock - Salt Lake City","Little Rock","Oklahoma City",2,2,1
"Little Rock - Salt Lake City","Oklahoma City","Denver",4,7,2
"Little Rock - Salt Lake City","Denver","Salt Lake City",3,4,3
"Little Rock - San Francisco","Little Rock","Oklahoma City",2,2,1
"Little Rock - San Francisco","Oklahoma City","Denver",4,7,2
"Little Rock - San Francisco","Denver","Salt Lake City",3,4,3
"Little Rock - San Francisco","Salt Lake City","San Francisco",5,10,4
"Little Rock - Santa Fe","Little Rock","Oklahoma City",2,2,1
"Little Rock - Santa Fe","Oklahoma City","Santa Fe",3,4,2
"Little Rock - Sault St. Marie","Little Rock","Saint Louis",2,2,1
"Little Rock - Sault St. Marie","Saint Louis","Chicago",2,2,2
"Little Rock - Sault St. Marie","Chicago","Toronto",4,7,3
"Little Rock - Sault St. Marie","Toronto","Sault St. Marie",2,2,4
"Little Rock - Seattle","Little Rock","Oklahoma City",2,2,1
"Little Rock - Seattle","Oklahoma City","Denver",4,7,2
"Little Rock - Seattle","Denver","Helena",4,7,3
"Little Rock - Seattle","Helena","Seattle",6,15,4
"Little Rock - Toronto","Little Rock","Saint Louis",2,2,1
"Little Rock - Toronto","Saint Louis","Chicago",2,2,2
"Little Rock - Toronto","Chicago","Toronto",4,7,3
"Little Rock - Vancouver","Little Rock","Oklahoma City",2,2,1
"Little Rock - Vancouver","Oklahoma City","Denver",4,7,2
"Little Rock - Vancouver","Denver","Helena",4,7,3
"Little Rock - Vancouver","Helena","Seattle",6,15,4
"Little Rock - Vancouver","Seattle","Vancouver",1,1,5
"Little Rock - Washington","Little Rock","Nashville",3,4,1
"Little Rock - Washington","Nashville","Raleigh",3,4,2
"Little Rock - Washington","Raleigh","Washington",2,2,3
"Little Rock - Winnipeg","Little Rock","Saint Louis",2,2,1
"Little Rock - Winnipeg","Saint Louis","Chicago",2,2,2
"Little Rock - Winnipeg","Chicago","Duluth",3,4,3
"Little Rock - Winnipeg","Duluth","Winnipeg",4,7,4
"Los Angeles - Miami","Los Angeles","El Paso",6,15,1
"Los Angeles - Miami","El Paso","Dallas",4,7,2
"Los Angeles - Miami","Dallas","Houston",1,1,3
"Los Angeles - Miami","Houston","New Orleans",2,2,4
"Los Angeles - Miami","New Orleans","Miami",6,15,5
"Los Angeles - Montreal","Los Angeles","Las Vegas",2,2,1
"Los Angeles - Montreal","Las Vegas","Salt Lake City",3,4,2
"Los Angeles - Montreal","Salt Lake City","Helena",3,4,3
"Los Angeles - Montreal","Helena","Duluth",6,15,4
"Los Angeles - Montreal","Duluth","Sault St. Marie",3,4,5
"Los Angeles - Montreal","Sault St. Marie","Montreal",5,10,6
"Los Angeles - Nashville","Los Angeles","Phoenix",3,4,1
"Los Angeles - Nashville","Phoenix","Santa Fe",3,4,2
"Los Angeles - Nashville","Santa Fe","Oklahoma City",3,4,3
"Los Angeles - Nashville","Oklahoma City","Little Rock",2,2,4
"Los Angeles - Nashville","Little Rock","Nashville",3,4,5
"Los Angeles - New Orleans","Los Angeles","El Paso",6,15,1
"Los Angeles - New Orleans","El Paso","Dallas",4,7,2
"Los Angeles - New Orleans","Dallas","Houston",1,1,3
"Los Angeles - New Orleans","Houston","New Orleans",2,2,4
"Los Angeles - New York","Los Angeles","Phoenix",3,4,1
"Los Angeles - New York","Phoenix","Santa Fe",3,4,2
"Los Angeles - New York","Santa Fe","Oklahoma City",3,4,3
"Los Angeles - New York","Oklahoma City","Kansas City",2,2,4
"Los Angeles - New York","Kansas City","Saint Louis",2,2,5
"Los Angeles - New York","Saint Louis","Pittsburgh",5,10,6
